CODIGO ICCS;TIPO;PRESUNTO DELITO;TIPO DE ARMA;FECHA;HORA;GENERO;EDAD;NACIONALIDAD;ETNIA;PROVINCIA;CANTON;LATITUD;LONGITUD
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-10-28;16:00:00;HOMBRE;21;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;MILAGRO;-2.135951672;-79.575544524
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-10-28;16:10:00;HOMBRE;47;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;MILAGRO;-2.135951672;-79.575544524
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-10-28;14:40:00;HOMBRE;16;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;GUAYAQUIL;-2.236663924;-79.926095009
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-10-29;11:10:00;HOMBRE;27;ECUATORIANO;MESTIZO/A;MANABI;MONTECRISTI;-0.991259063;-80.679579167
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-10-29;11:10:00;HOMBRE;27;ECUATORIANO;MESTIZO/A;MANABI;MONTECRISTI;-0.991259063;-80.679579167
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-10-29;11:10:00;HOMBRE;18;ECUATORIANO;MESTIZO/A;MANABI;MONTECRISTI;-0.991259063;-80.679579167
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-10-29;12:45:00;HOMBRE;38;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.055211567;-79.945631361
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-10-29;11:10:00;HOMBRE;23;ECUATORIANO;MESTIZO/A;MANABI;MONTECRISTI;-0.991259063;-80.679579167
1010902;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-10-30;06:15:00;HOMBRE;54;ECUATORIANO;MESTIZO/A;LOS RIOS;BABAHOYO;-1.759505742;-79.53882239
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-10-30;14:30:00;HOMBRE;47;ECUATORIANO;MESTIZO/A;LOS RIOS;VALENCIA;-0.949332488;-79.353893995
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-10-30;19:00:00;MUJER;27;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.273050731;-79.194629549
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-10-30;14:30:00;HOMBRE;22;ECUATORIANO;MESTIZO/A;LOS RIOS;VALENCIA;-0.949306088;-79.353910089
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-10-31;11:00:00;MUJER;21;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.320787;-78.553159
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-10-31;08:30:00;HOMBRE;35;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.186972768;-79.94039149
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-01;17:00:00;HOMBRE;33;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.1950531;-79.9164779
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-02;11:20:00;HOMBRE;43;ECUATORIANO;MESTIZO/A;CHIMBORAZO;GUANO;-1.607951619;-78.623406344
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-11-04;23:55:00;HOMBRE;32;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.159433;-79.929313
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-04;12:00:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.292386189;-79.192683981
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-04;12:00:00;HOMBRE;20;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.292386189;-79.192683981
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-04;22:00:00;HOMBRE;26;ECUATORIANO;MESTIZO/A;ORELLANA;ORELLANA;-0.471726337;-76.983368397
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-04;06:30:00;HOMBRE;44;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.024930589;-79.951866696
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-11-04;15:40:00;HOMBRE;15;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;GUAYAQUIL;-2.2409093;-79.926288128
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-04;12:00:00;MUJER;24;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.292386189;-79.192683981
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-05;22:30:00;HOMBRE;19;ECUATORIANO;SE DESCONOCE;ESMERALDAS;ATACAMES;0.8748067;-79.8284716
1010101;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-05;14:00:00;HOMBRE;42;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.057206144;-78.451040983
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-11-05;22:00:00;HOMBRE;26;ECUATORIANO;SE DESCONOCE;ESMERALDAS;ATACAMES;0.88399754;-79.824842376
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-06;20:00:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;LOS RIOS;BABAHOYO;-1.8039032;-79.521043475
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-06;20:00:00;HOMBRE;29;ECUATORIANO;MESTIZO/A;LOS RIOS;BABAHOYO;-1.8039032;-79.521043475
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-06;18:00:00;MUJER;39;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;SANTA ELENA;SANTA ELENA;-2.1434834;-80.7670748
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-06;18:00:00;MUJER;19;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;SANTA ELENA;SANTA ELENA;-2.1434834;-80.7670748
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-06;18:00:00;HOMBRE;24;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;SANTA ELENA;SANTA ELENA;-2.1434834;-80.7670748
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-06;20:00:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;LOS RIOS;BABAHOYO;-1.8039032;-79.521043475
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-07;01:00:00;HOMBRE;38;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.086655034;-79.985836548
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-07;04:00:00;HOMBRE;27;ECUATORIANO;MESTIZO/A;LOS RIOS;BABAHOYO;-1.808897927;-79.510157629
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-07;04:00:00;HOMBRE;37;ECUATORIANO;MESTIZO/A;LOS RIOS;BABAHOYO;-1.817819441;-79.505080005
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-07;04:00:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;LOS RIOS;BABAHOYO;-1.817819441;-79.505080005
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-07;01:00:00;HOMBRE;27;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;GUAYAQUIL;-2.086655034;-79.985836548
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-08;16:00:00;HOMBRE;40;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.088357411;-79.929489221
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-08;22:10:00;HOMBRE;17;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;GUAYAQUIL;-2.238758137;-79.92470026
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-08;22:10:00;MUJER;19;COLOMBIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.238758137;-79.92470026
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-08;14:00:00;HOMBRE;0;VENEZOLANO;MESTIZO/A;ORELLANA;ORELLANA;-0.47213536;-76.986587048
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-08;22:10:00;HOMBRE;29;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.238758137;-79.92470026
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-08;14:00:00;HOMBRE;33;COLOMBIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;ORELLANA;ORELLANA;-0.445668171;-77.002213597
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-11-08;15:45:00;HOMBRE;35;ECUATORIANO;SE DESCONOCE;GUAYAS;ISIDRO AYORA;-1.877892867;-80.141103279
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-08;14:00:00;HOMBRE;51;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.2416224;-79.894182173
1010902;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-09;15:15:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.1488368;-79.88437731
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-09;11:45:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.135834353;-79.933822861
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-09;02:00:00;HOMBRE;22;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.103250057;-79.95705843
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-09;03:15:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;LOS RIOS;QUEVEDO;-1.013437;-79.474044
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-09;18:00:00;HOMBRE;27;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.15793265;-79.88330126
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-09;02:00:00;HOMBRE;20;ECUATORIANO;MESTIZO/A;ORELLANA;ORELLANA;-0.440320928;-77.002331614
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-09;11:45:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.135834353;-79.933822861
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-11-10;16:00:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.052601789;-79.959831834
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-10;07:30:00;HOMBRE;23;ECUATORIANO;MESTIZO/A;LOS RIOS;QUEVEDO;-1.030535522;-79.434802596
2022102;DETENIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-10;01:00:00;HOMBRE;34;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.273509;-79.177812633
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-11-10;16:00:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.052623232;-79.959842563
2022102;DETENIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-10;01:00:00;MUJER;26;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.273509;-79.177812633
2022102;DETENIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-10;01:00:00;HOMBRE;20;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.273509;-79.177812633
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-10;21:40:00;HOMBRE;16;ECUATORIANO;MESTIZO/A;PICHINCHA;QUITO;-0.219103029;-78.525069952
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-11;23:45:00;HOMBRE;20;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.154305513;-79.876828194
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-11;23:45:00;HOMBRE;27;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.154277873;-79.876323938
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-12;19:30:00;HOMBRE;31;ECUATORIANO;MESTIZO/A;TUNGURAHUA;AMBATO;-1.193060772;-78.588548997
1010902;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-12;17:00:00;HOMBRE;37;ECUATORIANO;MESTIZO/A;MANABI;PUERTO LOPEZ;-1.5597013;-80.8108261
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-12;21:10:00;HOMBRE;25;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;MORONA SANTIAGO;SUCUA;-2.434975421;-78.11554854
1010101;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;2023-11-13;06:45:00;HOMBRE;58;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.116853875;-79.452867508
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-13;00:10:00;HOMBRE;28;ECUATORIANO;MESTIZO/A;AZUAY;CUENCA;-2.895405754;-78.991656303
1010101;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-13;15:00:00;HOMBRE;23;ECUATORIANO;MONTUBIO/A;LOS RIOS;PALENQUE;-1.439149665;-79.758532047
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-13;06:30:00;HOMBRE;20;ECUATORIANO;MULATO/A;ESMERALDAS;ESMERALDAS;0.928658;-79.673356
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-13;00:10:00;HOMBRE;48;ECUATORIANO;MESTIZO/A;AZUAY;CUENCA;-2.89534431;-78.991280794
1010902;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-13;14:00:00;MUJER;40;ECUATORIANO;MESTIZO/A;LOJA;LOJA;-4.004804559;-79.193229675
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-13;00:10:00;HOMBRE;30;ECUATORIANO;MESTIZO/A;AZUAY;CUENCA;-2.895277173;-78.991699219
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;05:30:00;MUJER;17;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.147771602;-79.829656396
1010101;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-14;16:00:00;HOMBRE;58;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.263786697;-79.167802334
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;15;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422237;-79.928376001
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-11-14;12:30:00;HOMBRE;32;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;0;VENEZOLANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;16;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;22;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;16;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;21;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-11-14;05:30:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.147828187;-79.829742343
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;01:40:00;HOMBRE;52;ECUATORIANO;SE DESCONOCE;LOS RIOS;QUEVEDO;-0.981758296;-79.471289926
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;ARMAS DE FUEGO;2023-11-14;01:30:00;HOMBRE;25;ECUATORIANO;SE DESCONOCE;LOS RIOS;QUEVEDO;-0.981758296;-79.471289926
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;MUJER;19;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;12:30:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;GUAYAS;GUAYAQUIL;-2.097422508;-79.92837608
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-14;01:40:00;HOMBRE;33;ECUATORIANO;SE DESCONOCE;LOS RIOS;QUEVEDO;-0.981758296;-79.471289926
1010201;DETENIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-14;15:30:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;LOS RIOS;QUEVEDO;-1.010524335;-79.466729164
1010202;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-15;12:30:00;HOMBRE;38;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;ESMERALDAS;ESMERALDAS;0.975487543;-79.654333591
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-15;14:50:00;HOMBRE;0;VENEZOLANO;MESTIZO/A;TUNGURAHUA;SAN PEDRO DE PELILEO;-1.33130475;-78.552381226
NULL;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-15;18:25:00;HOMBRE;55;ECUATORIANO;MESTIZO/A;AZUAY;CUENCA;-2.872817764;-79.076054692
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-15;14:50:00;HOMBRE;0;VENEZOLANO;MESTIZO/A;TUNGURAHUA;SAN PEDRO DE PELILEO;-1.33130475;-78.552381226
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-15;14:30:00;HOMBRE;19;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.220925698;-79.157906747
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-15;14:30:00;HOMBRE;17;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.220925698;-79.157906747
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-15;14:50:00;HOMBRE;0;VENEZOLANO;MESTIZO/A;TUNGURAHUA;SAN PEDRO DE PELILEO;-1.33130475;-78.552381226
1010202;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-15;13:45:00;HOMBRE;21;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;ESMERALDAS;ESMERALDAS;0.966585986;-79.659547267
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-15;14:30:00;HOMBRE;18;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.220925698;-79.157906747
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-15;14:30:00;HOMBRE;35;ECUATORIANO;MESTIZO/A;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.220925698;-79.157906747
2022101;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-15;18:20:00;HOMBRE;25;ECUATORIANO;MESTIZO/A;EL ORO;MACHALA;-3.255394793;-79.989362955
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-18;22:00:00;HOMBRE;25;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.1828176;-79.8562404
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-18;22:00:00;HOMBRE;22;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.1828176;-79.8562404
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-18;22:00:00;HOMBRE;24;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.1828176;-79.8562404
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2023-11-18;22:00:00;HOMBRE;49;ECUATORIANO;MESTIZO/A;GUAYAS;DURAN;-2.1828176;-79.8562404
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-18;23:00:00;HOMBRE;18;ECUATORIANO;MESTIZO/A;TUNGURAHUA;BAÑOS DE AGUA SANTA;-1.3975958;-78.421389
NULL;DETENIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-18;00:45:00;HOMBRE;48;ECUATORIANO;MESTIZO/A;EL ORO;PASAJE;-3.334466899;-79.793947299
2022102;APREHENDIDO;DELITOS CONTRA LA LIBERTAD PERSONAL;NINGUNA;2023-11-18;21:15:00;HOMBRE;23;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;GUAYAS;GUAYAQUIL;-2.185743587;-79.971241951
1010201;APREHENDIDO;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);2023-11-18;23:00:00;HOMBRE;18;ECUATORIANO;MESTIZO/A;TUNGURAHUA;BAÑOS DE AGUA SANTA;-1.3975958;-78.421389
